Geracao,MelhorDistancia
1689,836729.75
1690,836729.75
1691,836729.75
1692,836729.75
1693,836729.75
1694,836729.75
1695,836729.75
1696,836729.75
1697,836729.75
1698,836729.75
1699,836729.75
1700,836729.75
1701,836729.75
1702,836729.75
1703,836729.75
1704,836729.75
1705,836729.75
1706,836729.75
1707,836729.75
1708,836729.75
1709,836729.75
1710,836729.75
1711,836729.75
1712,836729.75
1713,836729.75
1714,836729.75
1715,836729.75
1716,836729.75
1717,836729.75
1718,836729.75
1719,836729.75
1720,836729.75
1721,836729.75
1722,836729.75
1723,836729.75
1724,836729.75
1725,836729.75
1726,836729.56
1727,836729.56
1728,836729.56
1729,836729.56
1730,836729.56
1731,836729.56
1732,836729.56
1733,836729.56
1734,836729.56
1735,836729.56
1736,836729.56
1737,836729.56
1738,836729.56
1739,836729.56
1740,836729.56
1741,836729.56
1742,836729.56
1743,836729.56
1744,836729.56
1745,836729.56
1746,836729.56
1747,836729.56
1748,836729.56
1749,836729.56
1750,836729.56
1751,836729.56
1752,836729.56
1753,836729.56
1754,836729.56
1755,836729.56
1756,836729.56
1757,836729.56
1758,836729.56
1759,836729.56
1760,836729.56
1761,836729.56
1762,836729.56
1763,836729.56
1764,836729.56
1765,836729.56
1766,836729.56
1767,836729.56
1768,836729.56
1769,836729.56
1770,836729.56
1771,836729.56
1772,836729.56
1773,836729.56
1774,836729.56
1775,836729.56
1776,836729.56
1777,836729.56
1778,836729.56
1779,836729.56
1780,836729.56
1781,836729.56
1782,836729.56
1783,836729.56
1784,822786.75
1785,822786.75
1786,822786.75
1787,822786.75
1788,822786.75
1789,822786.75
1790,822786.75
1791,822786.75
1792,822786.75
1793,822786.75
1794,822786.75
1795,822786.75
1796,822786.75
1797,822786.75
1798,822786.75
1799,822786.75
1800,822786.75
1801,822786.75
1802,822786.75
1803,822786.75
1804,822786.75
1805,822786.75
1806,822786.75
1807,822786.75
1808,822786.75
1809,822786.75
1810,822786.75
1811,822786.75
1812,822786.75
1813,822786.75
1814,822786.75
1815,822786.75
1816,822786.75
1817,822786.75
1818,822786.75
1819,822786.75
1820,822786.75
1821,822786.75
1822,822786.75
1823,822786.75
1824,822786.75
1825,822786.75
1826,822786.75
1827,822786.75
1828,822786.75
1829,822786.75
1830,822786.75
1831,822786.75
1832,822786.75
1833,822786.75
1834,822786.75
1835,822786.75
1836,822786.75
1837,822786.75
1838,822786.75
1839,822786.75
1840,822786.75
1841,822786.75
1842,822786.75
1843,822786.75
1844,822786.75
1845,822786.75
1846,822786.75
1847,822786.75
1848,822786.75
1849,822786.75
1850,822786.75
1851,822786.75
1852,822786.75
1853,822786.75
1854,822786.75
1855,822786.75
1856,822668.19
1857,822668.19
1858,822668.19
1859,822668.19
1860,822668.19
1861,822668.19
1862,822668.19
1863,822668.19
1864,822668.19
1865,822668.19
1866,822668.19
1867,822668.19
1868,822668.19
1869,822668.19
1870,822668.19
1871,822668.19
1872,822668.19
1873,822668.19
1874,822668.19
1875,822668.19
1876,822668.19
1877,822668.19
1878,822668.19
1879,822668.19
1880,822668.19
1881,822668.19
1882,822668.19
1883,822668.19
1884,822668.19
1885,822668.19
1886,822668.19
1887,822668.19
1888,822668.19
1889,822668.19
1890,822668.19
1891,822668.19
1892,822668.19
1893,822668.19
1894,822668.19
1895,822668.19
1896,822668.19
1897,822668.19
1898,822668.19
1899,822668.19
1900,822668.19
1901,822668.19
1902,822668.19
1903,822668.19
1904,822668.19
1905,822668.19
1906,822668.19
1907,822668.19
1908,822668.19
1909,822668.19
1910,822668.19
1911,822668.19
1912,822668.19
1913,822668.19
1914,822668.19
1915,822668.19
1916,822668.19
1917,822668.19
1918,822668.19
1919,822668.19
1920,822668.19
1921,822668.19
1922,822668.19
1923,822668.19
1924,822668.19
1925,822668.19
1926,822668.19
1927,822668.19
1928,822668.19
1929,822668.19
1930,822668.19
1931,822668.19
1932,822668.19
1933,822668.19
1934,822668.19
1935,822668.19
1936,822668.19
1937,822668.19
1938,822668.19
1939,822668.19
1940,822668.19
1941,822668.19
1942,822668.19
1943,822668.19
1944,822668.19
1945,822668.19
1946,822668.19
1947,822668.19
1948,822668.19
1949,822668.19
1950,822668.19
1951,822668.19
1952,822668.19
1953,822668.19
1954,822668.19
1955,822668.19
1956,822668.19
1957,822668.19
1958,822668.19
1959,822668.19
1960,822668.19
1961,822668.19
1962,822668.19
1963,822668.19
1964,822668.19
1965,822668.19
1966,822668.19
1967,808844.00
1968,808844.00
1969,808844.00
1970,808844.00
1971,808844.00
1972,808844.00
1973,808844.00
1974,808844.00
1975,808844.00
1976,808844.00
1977,808844.00
1978,808844.00
1979,808844.00
1980,808844.00
1981,808844.00
1982,808844.00
1983,808844.00
1984,808844.00
1985,808844.00
1986,808844.00
1987,808844.00
1988,808844.00
1989,808844.00
1990,808844.00
1991,808844.00
1992,808844.00
1993,808844.00
1994,808844.00
1995,808844.00
1996,808844.00
1997,808844.00
1998,808844.00
1999,808844.00
2000,808844.00
2001,808844.00
2002,808844.00
2003,808844.00
2004,808844.00
2005,808844.00
2006,808844.00
2007,808844.00
2008,808844.00
2009,808844.00
2010,808844.00
2011,808844.00
2012,808844.00
2013,808844.00
2014,808844.00
2015,808844.00
2016,808844.00
2017,808844.00
2018,808844.00
2019,808844.00
2020,808844.00
2021,808844.00
2022,808844.00
2023,808844.00
2024,808844.00
2025,808844.00
2026,808844.00
2027,808844.00
2028,808844.00
2029,808844.00
2030,808844.00
2031,808844.00
2032,808844.00
2033,808844.00
2034,808844.00
2035,808844.00
2036,808844.00
2037,808844.00
2038,808844.00
2039,808844.00
2040,808844.00
2041,808844.00
2042,808844.00
2043,808844.00
2044,808844.00
2045,808844.00
2046,808844.00
2047,808844.00
2048,808844.00
2049,808844.00
2050,808844.00
2051,808844.00
2052,808844.00
2053,808844.00
2054,808844.00
2055,808844.00
2056,808844.00
2057,808844.00
2058,808844.00
2059,808844.00
2060,808844.00
2061,808844.00
2062,808844.00
2063,808844.00
2064,808844.00
2065,808844.00
2066,808844.00
2067,808844.00
2068,808844.00
2069,808844.00
2070,781077.38
2071,781077.38
2072,781077.38
2073,781077.38
2074,781077.38
2075,781077.38
2076,781077.38
2077,781077.38
2078,781077.38
2079,781077.38
2080,781077.38
2081,781077.38
2082,781077.38
2083,781077.38
2084,781077.38
2085,781077.38
2086,781077.38
2087,781077.38
2088,781077.38
2089,781077.38
2090,781077.38
2091,781077.38
2092,781077.38
2093,781077.38
2094,781077.38
2095,781077.38
2096,781077.38
2097,781077.38
2098,781077.38
2099,781077.38
2100,781077.38
2101,781077.38
2102,781077.38
2103,781077.38
2104,781077.38
2105,781077.38
2106,781077.38
2107,781077.38
2108,781077.38
2109,781077.38
2110,781077.38
2111,781077.38
2112,781077.38
2113,781077.38
2114,781077.38
2115,767168.56
2116,767168.56
2117,767168.56
2118,767168.56
2119,767168.56
2120,767168.56
2121,767168.56
2122,767168.56
2123,767168.56
2124,767168.56
2125,767168.56
2126,767168.56
2127,767168.56
2128,767168.56
2129,767168.56
2130,767168.56
2131,767168.56
2132,767168.56
2133,767168.56
2134,767168.56
2135,767168.56
2136,767168.56
2137,767168.56
2138,767168.56
2139,767168.56
2140,767168.56
2141,767168.56
2142,767168.56
2143,767075.94
2144,767075.94
2145,767075.94
2146,767075.94
2147,767075.94
2148,767075.94
2149,767075.94
2150,767075.94
2151,767075.94
2152,767075.94
2153,767075.94
2154,767075.94
2155,767075.94
2156,767075.62
2157,767075.62
2158,767075.62
2159,767075.62
2160,767075.62
2161,767075.62
2162,767075.62
2163,767075.62
2164,767075.62
2165,767075.62
2166,767075.62
2167,767075.62
2168,767075.62
2169,767075.62
2170,767075.62
2171,767075.62
2172,767075.62
2173,767075.62
2174,767075.62
2175,767075.62
2176,767075.62
2177,767075.62
2178,767075.62
2179,767075.62
2180,767075.62
2181,767075.62
2182,767075.62
2183,767075.62
2184,767075.62
2185,767075.62
2186,767075.62
2187,767075.62
2188,767075.62
2189,767075.62
2190,767075.62
2191,767075.62
2192,767075.62
2193,767075.62
2194,767075.62
2195,767075.62
2196,767075.62
2197,767075.62
2198,767075.62
2199,767075.62
2200,767075.62
2201,767075.62
2202,767075.62
2203,767075.62
2204,767075.62
2205,767075.62
2206,767075.62
2207,767075.62
2208,767075.62
2209,767075.62
2210,767075.62
2211,767075.62
2212,767075.62
2213,767075.62
2214,767075.62
2215,767075.62
2216,767075.62
2217,767075.62
2218,767075.62
2219,767075.62
2220,767075.62
2221,767075.62
2222,767075.62
2223,767075.62
2224,767075.62
2225,767075.62
2226,767075.62
2227,767075.62
2228,767075.62
2229,767075.62
2230,767075.62
2231,767075.62
2232,767075.62
2233,767075.62
2234,767075.62
2235,767075.62
2236,767075.62
2237,767075.62
2238,767075.62
2239,767075.62
2240,767075.62
2241,767075.62
2242,767075.62
2243,767075.62
2244,767075.62
2245,767075.62
2246,767075.62
2247,767075.62
2248,767075.62
2249,767075.62
2250,767075.62
2251,767075.62
2252,767075.62
2253,767075.62
2254,767075.62
2255,767075.62
2256,767075.62
2257,767075.62
2258,767075.62
2259,767075.62
2260,753132.94
2261,753132.94
2262,753132.94
2263,753132.94
2264,753132.81
2265,753132.81
2266,753132.81
2267,753132.81
2268,753132.81
2269,753132.81
2270,753132.81
2271,753132.81
2272,753132.81
2273,753132.81
2274,753132.81
2275,753132.81
2276,753132.81
2277,753132.81
2278,753132.81
2279,753132.81
2280,753132.81
2281,753132.81
2282,753132.81
2283,753132.81
2284,753132.81
2285,753132.81
2286,753132.81
2287,753132.81
2288,753132.81
2289,753132.81
2290,753132.81
2291,753132.81
2292,753132.81
2293,753132.81
2294,753132.81
2295,753132.81
2296,753132.81
2297,753132.81
2298,739555.06
2299,739555.06
2300,739555.06
2301,739555.06
2302,739555.06
2303,739555.06
2304,739555.06
2305,739555.06
2306,739555.06
2307,739555.06
2308,739555.06
2309,739555.06
2310,739555.06
2311,739554.50
2312,739554.50
2313,739554.50
2314,739554.50
2315,739554.50
2316,739554.50
2317,739554.50
2318,739554.50
2319,739554.50
2320,739554.50
2321,739554.50
2322,739554.50
2323,739554.50
2324,739554.50
2325,739554.50
2326,739554.50
2327,739554.50
2328,739554.50
2329,739554.50
2330,739554.50
2331,739554.50
2332,739554.50
2333,739554.50
2334,739554.50
2335,739554.50
2336,739554.50
2337,739554.50
2338,739554.50
2339,739554.50
2340,739554.50
2341,739554.50
2342,739554.50
2343,739554.50
2344,739554.50
2345,739554.50
2346,739554.50
2347,739554.50
2348,739554.50
2349,739554.50
2350,739554.50
2351,739554.50
2352,739554.50
2353,739554.50
2354,739554.50
2355,739554.50
2356,739554.50
2357,739554.50
2358,739554.50
2359,739554.50
2360,739554.50
2361,739554.50
2362,739554.50
2363,739554.50
2364,739554.50
2365,739554.50
2366,739554.50
2367,739554.50
2368,739554.50
2369,739554.50
2370,739554.50
2371,739554.50
2372,739554.50
2373,739554.50
2374,739554.50
2375,739554.50
2376,739554.50
2377,739554.50
2378,739554.50
2379,739554.50
2380,739554.50
2381,739554.50
2382,739554.50
2383,739554.50
2384,739554.50
2385,739554.50
2386,739554.50
2387,739554.50
2388,739554.50
2389,739554.50
2390,739554.50
2391,739554.50
2392,739554.50
2393,739554.50
2394,739554.50
2395,739554.50
2396,739554.50
2397,739554.50
2398,739554.50
2399,739554.50
2400,739554.50
2401,739554.50
2402,739554.50
2403,739554.50
2404,739554.50
2405,739554.50
2406,739554.50
2407,739554.50
2408,739554.50
2409,739554.50
2410,739554.50
2411,739554.50
2412,739554.50
2413,739554.50
2414,739554.50
2415,739554.50
2416,739554.50
2417,739554.50
2418,739554.50
2419,739554.50
2420,739554.50
2421,739554.50
2422,739554.50
2423,739554.50
2424,739554.50
2425,739554.50
2426,739554.50
2427,739554.50
2428,739554.50
2429,739554.50
2430,739554.50
2431,739478.44
2432,739478.44
2433,739478.44
2434,739478.44
2435,739478.44
2436,739478.44
2437,739478.44
2438,739478.44
2439,739478.12
2440,739478.12
2441,739478.12
2442,739478.12
2443,739478.12
2444,739478.12
2445,739478.12
2446,739478.12
2447,739478.12
2448,739478.12
2449,739478.12
2450,739478.12
2451,739478.12
2452,739478.12
2453,739478.12
2454,739478.12
2455,739478.12
2456,739478.12
2457,739478.12
2458,739478.12
2459,739478.12
2460,739478.12
2461,739478.12
2462,739478.12
2463,739478.12
2464,739478.12
2465,739478.12
2466,739478.12
2467,739478.12
2468,739478.12
2469,739478.12
2470,739478.12
2471,739478.12
2472,739478.12
2473,739478.12
2474,739478.12
2475,739478.12
2476,739478.12
2477,739478.12
2478,739478.12
2479,739478.12
2480,739478.12
2481,739478.12
2482,739478.12
2483,739478.12
2484,739478.12
2485,739478.12
2486,739478.12
2487,739478.12
2488,739478.12
2489,739478.12
2490,739478.12
2491,739478.12
2492,739478.12
2493,739478.12
2494,739478.12
2495,739478.12
2496,739478.12
2497,739478.12
2498,739478.12
2499,739478.12
2500,739478.12
2501,739478.12
2502,739478.12
2503,739478.12
2504,739478.12
2505,739478.12
2506,739478.12
2507,739478.12
2508,739478.12
2509,739478.12
2510,739478.12
2511,739478.12
2512,739478.12
2513,739478.12
2514,739478.12
2515,739478.12
2516,739478.12
2517,739478.12
2518,739478.12
2519,739478.12
2520,739478.12
2521,739478.12
2522,739478.12
2523,739478.12
2524,739478.12
2525,739478.12
2526,739478.12
2527,739478.12
2528,739478.12
2529,739478.12
2530,739478.12
2531,739478.12
2532,739478.12
2533,739478.12
2534,739478.12
2535,739478.12
2536,739478.12
2537,739478.12
2538,739478.12
2539,739478.12
2540,739478.12
2541,739478.12
2542,739478.12
2543,739478.12
2544,739478.12
2545,739478.12
2546,739478.12
2547,739478.12
2548,739478.12
2549,739478.12
2550,739478.12
2551,739478.12
2552,739478.12
2553,739478.12
2554,739478.12
2555,739478.12
2556,739478.12
2557,739478.12
2558,739478.12
2559,739478.12
2560,739478.12
2561,739478.12
2562,739478.12
2563,739478.12
2564,739478.12
2565,739478.12
2566,739478.12
2567,739478.12
2568,739478.12
2569,739478.12
2570,739478.12
2571,739478.12
2572,739478.12
2573,739478.12
2574,739478.12
2575,739478.12
2576,739478.12
2577,739478.12
2578,739478.12
2579,739478.12
2580,739478.12
2581,739478.12
2582,739478.12
2583,739478.12
2584,739478.12
2585,739478.12
2586,739478.12
2587,739478.12
2588,739478.12
2589,739478.12
2590,739478.12
2591,739478.12
2592,739478.12
2593,739478.12
2594,739478.12
2595,739478.12
2596,739478.12
2597,739478.12
2598,739478.12
2599,739478.12
2600,739478.12
2601,739478.12
2602,739478.12
2603,739478.12
2604,739478.12
2605,739478.12
2606,739478.12
2607,739478.12
2608,739478.12
2609,739478.12
2610,725535.38
2611,725535.38
2612,725535.38
2613,725535.38
2614,725535.38
2615,725535.38
2616,725535.38
2617,725535.38
2618,725535.38
2619,725535.38
2620,725535.38
2621,725535.38
2622,725535.38
2623,725535.38
2624,725535.38
2625,725535.38
2626,725535.38
2627,725535.38
2628,725535.38
2629,725535.38
2630,725535.38
2631,725535.38
2632,725535.38
2633,725535.38
2634,725535.38
2635,725535.38
2636,725535.38
2637,725535.38
2638,725535.38
2639,725535.38
2640,725535.38
2641,725535.38
2642,725535.38
2643,725535.38
2644,725535.38
2645,725535.38
2646,725535.38
2647,725535.38
2648,725535.38
2649,725535.38
2650,725535.38
2651,725535.38
2652,725535.38
2653,725535.38
2654,725535.38
2655,725535.38
2656,725535.38
2657,725535.38
2658,725535.38
2659,725535.38
2660,725535.38
2661,725535.38
2662,725535.38
2663,725535.38
2664,725535.38
2665,725535.38
2666,725535.38
2667,725535.38
2668,725535.38
2669,725535.38
2670,725535.38
2671,725535.38
2672,725535.38
2673,725535.38
2674,725535.38
2675,725535.38
2676,725535.38
2677,725535.38
2678,725535.38
2679,725535.38
2680,725535.38
2681,725535.38
2682,725535.38
2683,725535.38
2684,725535.38
2685,725535.38
2686,725535.38
2687,725535.38
2688,725535.38
2689,725535.38
2690,725535.38
2691,725535.38
2692,725535.38
2693,725535.38
2694,725535.38
2695,725535.38
2696,725535.38
2697,725535.38
2698,725535.38
2699,725535.38
2700,725535.38
2701,725535.38
2702,725535.38
2703,725535.38
2704,725535.38
2705,725535.38
2706,725535.38
2707,725535.38
2708,725535.38
2709,725535.38
2710,725535.38
2711,725535.38
2712,725535.38
2713,725535.38
2714,725535.38
2715,725535.38
2716,725535.38
2717,725535.38
2718,725535.38
2719,725535.38
2720,725535.38
2721,725535.38
2722,725535.38
2723,725535.38
2724,725535.38
2725,725535.38
2726,725535.38
2727,725535.38
2728,725535.38
2729,725535.38
2730,725535.38
2731,725535.38
2732,725535.38
2733,725535.38
2734,725535.38
2735,725535.38
2736,725535.38
2737,725535.38
2738,725535.38
2739,725535.38
2740,725535.38
2741,725535.38
2742,725535.38
2743,725535.38
2744,725535.38
2745,725535.38
2746,725535.38
2747,725535.38
2748,725535.38
2749,725535.38
2750,725535.38
2751,725535.38
2752,725535.38
2753,725535.38
2754,725535.38
2755,725535.38
2756,725535.38
2757,725535.38
2758,725535.38
2759,725535.38
2760,725535.38
2761,725535.38
2762,725535.38
2763,725535.38
2764,725535.38
2765,725535.38
2766,725535.38
2767,725535.38
2768,725535.38
2769,725535.38
2770,725535.38
2771,725535.38
2772,725535.38
2773,725535.38
2774,725535.38
2775,725535.38
2776,725535.38
2777,725535.38
2778,725535.38
2779,725535.38
2780,725535.38
2781,725535.38
2782,725535.38
2783,725535.38
2784,725535.38
2785,725535.38
2786,725535.38
2787,725535.38
2788,725535.38
2789,725535.38
2790,725535.38
2791,725535.38
2792,725535.38
2793,725535.38
2794,725535.38
2795,725535.38
2796,725535.38
2797,725535.38
2798,725535.38
2799,725535.38
2800,725535.38
2801,725535.38
2802,725535.38
2803,725535.38
2804,725535.38
2805,725535.38
2806,725535.38
2807,725535.38
2808,725535.38
2809,725535.38
2810,725535.38
2811,725535.38
2812,725535.38
2813,725535.38
2814,725535.38
2815,725535.38
2816,725535.38
2817,725535.38
2818,725459.12
2819,725459.12
2820,725459.12
2821,725459.12
2822,725459.12
2823,725459.12
2824,725459.12
2825,725459.12
2826,725459.12
2827,725459.12
2828,725459.12
2829,725459.12
2830,711517.12
2831,711517.12
2832,711517.12
2833,711517.12
2834,711517.12
2835,711517.12
2836,711517.12
2837,711517.12
2838,711517.12
2839,711517.12
2840,711517.12
2841,711517.12
2842,711517.12
2843,711517.12
2844,711517.12
2845,711517.12
2846,711517.00
2847,711517.00
2848,711517.00
2849,711517.00
2850,711516.75
2851,711516.75
2852,711516.75
2853,711516.75
2854,711516.75
2855,711516.75
2856,711516.75
2857,711516.75
2858,711516.75
2859,711516.75
2860,711516.75
2861,711516.75
2862,711516.75
2863,711516.75
2864,711516.75
2865,711516.75
2866,711516.75
2867,711516.75
2868,711516.75
2869,711516.75
2870,711516.62
2871,711516.62
2872,711516.62
2873,711516.62
2874,711516.62
2875,711516.62
2876,711516.62
2877,711516.62
2878,711516.62
2879,711516.62
2880,711516.31
2881,711516.31
2882,711516.31
2883,711516.31
2884,711516.31
2885,711516.31
2886,711516.31
2887,711516.31
2888,697709.75
2889,697709.75
2890,697709.75
2891,697709.75
2892,697709.75
2893,697709.75
2894,697709.75
2895,697709.75
2896,697709.75
2897,697709.75
2898,697709.75
2899,697709.75
2900,697709.75
2901,697709.75
2902,697709.75
2903,697709.75
2904,697709.75
2905,697709.75
2906,697709.75
2907,697709.75
2908,697709.75
2909,697709.75
2910,697709.75
2911,697709.75
2912,697709.75
2913,697709.75
2914,697709.75
2915,697709.75
2916,697709.75
2917,683843.12
2918,683843.12
2919,683843.12
2920,683843.12
2921,683843.12
2922,683843.12
2923,683842.81
2924,683842.81
2925,683842.81
2926,683842.81
2927,683842.81
2928,683842.81
2929,683842.81
2930,683842.81
2931,683842.81
2932,683842.81
2933,683842.81
2934,683842.81
2935,683842.81
2936,683842.81
2937,656076.50
2938,656076.50
2939,656076.50
2940,656076.50
2941,656076.50
2942,656076.50
2943,656076.50
2944,656076.50
2945,656076.50
2946,656076.50
2947,656076.50
2948,656076.50
2949,656076.19
2950,656076.19
2951,656076.19
2952,656076.19
2953,656076.19
2954,656076.19
2955,656076.19
2956,656076.19
2957,656076.19
2958,656076.19
2959,656076.19
2960,656076.19
2961,656076.19
2962,656076.19
2963,656076.19
2964,656076.19
2965,656076.19
2966,656076.19
2967,656076.19
2968,656076.19
2969,656076.19
2970,656076.19
2971,656076.19
2972,656076.19
2973,656076.19
2974,656076.19
2975,656076.19
2976,656076.19
2977,656076.19
2978,656076.19
2979,656076.19
2980,656076.19
2981,656076.19
2982,656076.19
2983,656076.19
2984,656076.19
2985,656076.19
2986,656076.19
2987,656076.19
2988,656076.19
2989,656076.19
2990,656076.19
2991,656076.19
2992,656076.19
2993,656076.19
2994,656076.19
2995,656076.19
2996,656076.19
2997,656076.19
2998,656076.19
2999,656076.19
3000,656076.19
